agent	html_url	title	body	state	failure-reason	category
devin	https://github.com/ryokun6/ryos/pull/15	Remove default pass-through domains from store persistence	# Remove default pass-through domains from store persistence    ## Changes  - Modified `useInternetExplorerStore.ts` to stop persisting default pass-through domains in localStorage  - Updated `isDirectPassthrough` function to use the constant directly instead of the store value  - Removed `directPassthroughDomains` from the `partialize` function  - Removed `directPassthroughDomains` from the `partializedKeys` array  - Updated the migration logic to not set `finalState.directPassthroughDomains`  - Incremented the `CURRENT_IE_STORE_VERSION` to trigger migration for existing users    ## Testing  - Verified that the Internet Explorer store in localStorage no longer contains directPassthroughDomains  - Confirmed that the app still functions correctly with the changes    ## Link to Devin run  https://app.devin.ai/sessions/c8901aa5861f4a2ea88df59869189f64    ## Requested by  Ryo Lu (ryo.h.lu@gmail.com)	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
devin	https://github.com/crewAIInc/crewAI/pull/2373	Fix #2372: Update OpenTelemetry version constraints for compatibility with newer versions	This PR fixes issue #2372 by updating the OpenTelemetry version constraints in pyproject.toml to prevent installation of incompatible versions while allowing newer compatible versions.    ## Changes  - Updated version constraints for opentelemetry-api, opentelemetry-sdk, and opentelemetry-exporter-otlp-proto-http to use >=1.22.0,<2.0.0  - Added tests to verify compatibility with different OpenTelemetry versions    ## Testing  - Tested imports with OpenTelemetry 1.31.0  - Verified that the telemetry implementation works with newer versions    Fixes #2372    Link to Devin run: https://app.devin.ai/sessions/6f271fa04e82478ba73f836dbf3af805	closed	Incomplete implementation	CI/Test Failure
devin	https://github.com/jina-ai/node-DeepResearch/pull/35	feat: add automatic version bumping on releases	Add GitHub Actions workflow to automatically bump package.json version when a new release is published.    - Triggers on release publication  - Extracts version from release tag  - Updates package.json version  - Creates PR for version bump (requires manual approval)    Link to Devin run: https://app.devin.ai/sessions/8ef7d1b1f5874e9fbbcb5d99968d7795  Requested by: Han	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
devin	https://github.com/antiwork/flexile/pull/420	Configure development environment to use localhost instead of flexile.dev	"# Configure development environment to use localhost instead of flexile.dev    ## Summary    This PR updates the Flexile development environment configuration to use `localhost` instead of `flexile.dev` for local development. The changes enable developers to access the application at `https://localhost:3001` without requiring custom domain setup or manual certificate management.    **Key Changes:**  - Updated Next.js development server to bind to `localhost` instead of `flexile.dev`  - Modified nginx proxy configuration to serve `localhost` and `app.localhost`  - Updated SSL certificate generation to use `localhost` domain  - Changed OAuth redirect URLs for QuickBooks and Slack to use `localhost:3001`  - Updated documentation to reference the new localhost URL    ## Review & Testing Checklist for Human    - [ ] **Test complete development environment startup**: Run `bin/dev` and verify all services (Rails, Next.js, Sidekiq, Inngest) start successfully  - [ ] **Verify application accessibility**: Confirm that `https://localhost:3001` loads the application properly with working SSL  - [ ] **Test OAuth flows**: Check that QuickBooks and Slack integrations work with the new localhost redirect URLs (may require updating external service configurations)  - [ ] **Manual environment file update**: Update your local `.env` file to use localhost domains (changes weren't committed due to gitignore)  - [ ] **Search for missed references**: Look for any remaining hardcoded `flexile.dev` references that might have been missed    **Recommended Test Plan:**  1. Start development environment and access https://localhost:3001  2. Test user authentication and basic navigation  3. Verify that all development tools (HMR, etc.) work properly  4. Test any OAuth-dependent features if applicable    ---    ### Diagram    ```mermaid  %%{ init : { ""theme"" : ""default"" }}%%  graph TD   subgraph ""Development Configuration""   ProcfileDev[""Procfile.dev""]:::major-edit   NginxConf[""docker/flexile_dev.conf""]:::major-edit   CertScript[""docker/createCertificate.js""]:::major-edit   E2ENext[""e2e/next.js""]:::major-edit   end      subgraph ""Documentation""   README[""README.md""]:::minor-edit   QuickBooksDoc[""docs/quickbooks.md""]:::minor-edit   EnvExample["".env.example""]:::minor-edit   end      subgraph ""Environment Files""   LocalEnv["".env (local only)""]:::context   TestEnv["".env.test""]:::context   end      ProcfileDev --> |""Host: localhost""| NginxConf   NginxConf --> |""server_name: localhost""| CertScript   CertScript --> |""SSL for localhost""| E2ENext      subgraph Legend   L1[""Major Edit""]:::major-edit   L2[""Minor Edit""]:::minor-edit   L3[""Context/No Edit""]:::context   end    classDef major-edit fill:#90EE90  classDef minor-edit fill:#87CEEB  classDef context fill:#FFFFFF  ```    ### Notes    **Important:** Users will need to manually update their local `.env` file with the following changes:  ```  APP_DOMAIN=""localhost""  DOMAIN=""localhost""  EMAIL_DOMAIN=""localhost""  QUICKBOOKS_REDIRECT_URL=""https://localhost:3001/oauth_redirect""  SLACK_REDIRECT_URL=""https://localhost:3001/oauth_redirect""  ```    The test environment configuration (`.env.test`, `Procfile.test`) intentionally remains unchanged to use `test.flexile.dev:3101` to avoid conflicts with development.    **Session Info:** Requested by sahil.lavingia@gmail.com   **Devin Session:** https://app.devin.ai/sessions/b835628b55b74ccc93d7d028a85075aa"	closed	Abandoned/not reviewed	Non-Functional PR
devin	https://github.com/crewAIInc/crewAI/pull/2531	Fix issue #2530: Multiple conditional tasks using correct previous output	Fixes issue #2530 where multiple conditional tasks were using the wrong previous output for evaluation. The issue occurred when the first conditional task was executed, causing its output to be used for evaluating the second conditional task instead of using the output of the last non-conditional task.    The fix improves the logic in to:  1. First check if the task has explicit context tasks  2. If it does, use the output from those specific tasks  3. If not, find the most recent non-conditional task output to use as context  4. Fall back to the original behavior if neither is available    Added a test to verify the fix works correctly.    Link to Devin run: https://app.devin.ai/sessions/728b7fc5943b4e7a93b31d696a47e302  Requested by: Joe Moura (joao@crewai.com)	closed	Abandoned/not reviewed	CI/Test Failure
devin	https://github.com/theopenco/llmgateway/pull/277	feat: add auto top-up functionality for credits	# Auto Top-up Functionality for Credits    This PR implements auto top-up functionality for the payment settings page in the LLM Gateway project.    ## Features Added    - **Database Schema**: Added auto top-up columns to organization table (`autoTopUpEnabled`, `autoTopUpThreshold`, `autoTopUpAmount`, `autoTopUpLastTriggered`)  - **UI Component**: Created auto top-up settings component in payment settings tab with threshold and amount configuration  - **API Endpoints**: Added GET/PUT routes for managing auto top-up settings with validation  - **Background Worker**: Implemented auto top-up logic in the worker process that triggers after credit deductions  - **Stripe Integration**: Leverages existing saved payment method system for automatic charging  - **Validation**: Enforces minimum threshold of $5 and minimum top-up amount of $10  - **Duplicate Prevention**: One-hour cooldown mechanism prevents duplicate charges    ## Implementation Details    ### Database Changes  - Added 4 new columns to organization table for auto top-up settings  - Used existing Drizzle ORM patterns and ran `pnpm sync` to apply schema changes    ### UI Implementation  - Added auto top-up card to payment settings tab  - Uses shadcn components following existing design patterns  - Includes enable/disable toggle, threshold input, and amount input fields  - Real-time validation with user-friendly error messages    ### API Routes  - `GET /api/orgs/{id}/auto-topup` - Retrieve current auto top-up settings  - `PUT /api/orgs/{id}/auto-topup` - Update auto top-up settings with validation    ### Worker Logic  - Integrated into existing credit deduction workflow in `apps/gateway/src/worker.ts`  - Checks auto top-up conditions after each credit deduction  - Uses existing Stripe payment intent creation with saved payment methods  - Implements one-hour cooldown using `autoTopUpLastTriggered` timestamp    ## Testing    ✅ **Local Testing Completed**  - Started development server with `pnpm dev`  - Logged in with test credentials (admin@example.com)  - Navigated to Settings > Payment tab  - Verified auto top-up UI displays correctly  - Successfully configured and saved auto top-up settings (threshold: $5.00, amount: $15.00)  - Confirmed settings persist and load correctly on page refresh    ✅ **Code Quality**  - All linting and formatting checks pass (`pnpm format`)  - No TypeScript errors  - Follows existing code patterns and conventions    ## Screenshots    ![Auto Top-up Settings UI](https://devin-public-attachments.s3.dualstack.us-west-2.amazonaws.com/attachments_private/org_IrRLpYTBnfbMGLDM/10e033cf-b866-41a6-bd69-3d4817bd03f7/localhost_3002_233302.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIAT64VHFT7S6PKDUJT%2F20250601%2Fus-west-2%2Fs3%2Faws4_request&X-Amz-Date=20250601T233605Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjEBgaCXVzLWVhc3QtMSJGMEQCIH0EPUR0pinQi8iVtc2fFfM4cwIsZl1mwLuQx37gb6oZAiAHz0dW6O8YQnXlQBl4qhtnoTo0dCQ8zWUo51Ks35hnPCrABQjg%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAEaDDI3MjUwNjQ5ODMwMyIMr9abrQyJI65yuVI8KpQFYsyLIVGRUuvle5JQDa1hiXNbf83T4X943kfT2wv1m0OR%2BPJ%2FCkPUMzHEENrYcgWl4qDGUhdhhC19OOPSAvqhVZPHXn%2FCCj9p1NgBnWmEkQLmKECayHsUaL3q3ZKpARWK%2BfbibJ58OW6PlSxtoSMK22SPqLlpE4cckTr8u2Tpb6gNSxS1MRw1ubZN1BW7oLEsaW76TGA8k5pTKrI4fo9AC4%2F2BVT68X%2BioMOERsYaUo5kMUrZRCI6KWszqp8Jav84li2OdNUjZlB11g6Dxdn1tUrKAzukxuVs%2FsSCqoVfqAZXNynGlta2E%2F2t8xmlvJzc5memMoohCvt%2Bt1vmFV3nGRiP0DEYVX5vuOiyZzn0Ob0Mbm50irXUwFyGVq5YBIaxvCSv2VYTikYOyzD1jJZ%2FNlFEzoR4EnRjKiXeVRvHrg47klmjt2hy%2Bnwgv2xcbFLy248FzmyjgCEZaaAVCEqR%2F9eoZkJyluAt892RcA93A0GPSoIh%2BkyFJb%2FuZe7p0VmivU2dOUtXtYsb6A7gclpAzGKrYLxS232KY0QPYJbMnqsxPco0fRFit7TJRaRoEH%2BfgEVqxhUPmgbgRsgrP%2Fp4E5pTALMLalJIJEmE8sFURKkwuVnZMqFwKD%2FxnFM5Z9PRQgSja9kAnsDxeuJjDmsZGvGFGq2Cu%2BnSNILI5EKWttEuewEJXdwDWM9KCj2NZhayGnly9q7OkRqCveC8V7dWXXYdkTOPV1Mezy7TYwBuwiweQ9gbCk7ViG70bdnhdqEuiWPPgG9Np6%2FlVHuu8JHEs6RZEdcxobWvc7NRvPBXx97rqjaEzSJ2BcG85wy0QC0piuy%2FELhRu9Iubq8s5cB7jARSX4LLww9ISnFsonW4TdBEyt1fMPS%2F88EGOpkBWuNbGUS9nxgzhhGBdILk0S2vlUaKDiZXt8eAad5tzJPnTvCt3WeoNmo5bj2DbOibHYbZrI6z3i4QGABIYxREIj9BgE%2Fe8fCY9dkioyJCT5Q0pqyvuYRTK39Qt5x41G3CdllPYKeAqh%2F8eZAZ3l%2Bob4SC2CeBnbzFiYn%2Fagnbk%2BKhh%2F%2B2EKV7zd17JGpMsCnGLO5YsFPrwGWg&X-Amz-Signature=7d4424fb22e5ae7e0ab74ad77fb551b7f732d60082e588d27e2568d64656793c)    ## Link to Devin run  https://app.devin.ai/sessions/03e049f7bc9740deaf3d0812e0156160    **Requested by**: Luca (contact@luca-steeb.com)	closed	CI/Test Failure	### Pull Request Details
devin	https://github.com/antiwork/helper/pull/735	feat: add always-visible attachment button to widget chat	"# feat: add always-visible attachment button to widget chat    ## Summary    This PR adds an always-visible attachment button (paperclip icon) to the Helper widget's chat interface, allowing users to upload multiple images (PNG, JPEG, JPG) before being escalated to human support. The implementation replaces the previous conditional screenshot-only functionality with a more robust multi-image upload system.    **Key Changes:**  - Added FileUploadProvider context to widget embed page to enable file upload functionality  - Added attachment button to ChatInput component, positioned next to the microphone button  - Updated chat API to handle multiple image attachments with proper type filtering  - Enhanced Conversation component to pass attachments to the chat API  - Maintained backward compatibility with existing screenshot functionality  - Used sentence case for button tooltip text per design guidelines    ## Review & Testing Checklist for Human    ⚠️ **Critical Testing Required** - This PR could not be tested locally due to development environment issues.    - [ ] **End-to-end attachment testing**: Verify the attachment button appears in the widget and successfully uploads multiple images (PNG, JPEG, JPG)  - [ ] **Existing functionality preservation**: Confirm that the conditional screenshot checkbox still works correctly for error-related messages  - [ ] **UI/UX validation**: Check that the attachment button styling matches existing design patterns and is properly positioned  - [ ] **File type filtering**: Test that non-image files and unsupported formats are properly rejected  - [ ] **Cross-session compatibility**: Verify functionality works in both anonymous and authenticated widget sessions    **Recommended Test Plan:**  1. Open widget in browser and verify attachment button (paperclip) appears next to microphone  2. Upload multiple images and send a message - verify they appear in conversation  3. Try uploading unsupported file types - should be filtered out  4. Test screenshot functionality by typing error keywords - checkbox should still appear  5. Test in both logged-in and anonymous widget sessions    ---    ### Diagram    ```mermaid  %%{ init : { ""theme"" : ""default"" }}%%  graph TB   A[""app/widget/embed/page.tsx""]:::major-edit --> B[""components/widget/Conversation.tsx""]:::minor-edit   A --> C[""FileUploadProvider""]:::context   B --> D[""components/widget/ChatInput.tsx""]:::major-edit   D --> E[""app/api/chat/route.ts""]:::major-edit   E --> F[""lib/ai/chat.ts""]:::minor-edit      D --> G[""useFileUpload hook""]:::context   D --> H[""Paperclip Icon Button""]:::context      E --> I[""Attachment Filtering""]:::context   F --> J[""createUserMessage""]:::context      subgraph Legend   L1[Major Edit]:::major-edit   L2[Minor Edit]:::minor-edit    L3[Context/No Edit]:::context   end      classDef major-edit fill:#90EE90   classDef minor-edit fill:#87CEEB   classDef context fill:#FFFFFF  ```    ### Notes    - **Environment Issues**: Development server failed to start due to database/Docker configuration issues, preventing local testing  - **Type Safety**: Used non-null assertions to handle optional attachment properties when filtering for createUserMessage  - **Design Compliance**: Followed existing widget patterns and used sentence case for button text per design guidelines  - **Session Info**: This work was requested by Sahil Lavingia for the Helper AI customer support system  - **Session URL**: https://app.devin.ai/sessions/9552afa32639408f8e9da1eba57c5552    **⚠️ Important**: Due to local testing limitations, thorough manual testing is essential before merging to ensure the attachment functionality works correctly across all widget usage scenarios."	closed	Duplicate PRs	Abandoned / Not Reviewed
devin	https://github.com/box/box-ui-elements/pull/3845	fix(lint): enable and fix disabled rules	fix(lint): re-enable ESLint rules & fix breakages    Link to Devin run: https://app.devin.ai/sessions/75e50d1b6b094ad7926f0930bfed27ff    Changes:  - Re-enabled and fixed previously disabled ESLint rules  - Moved ESLint dependencies to dependencies section  - Fixed global-require error in eslint.config.js  - Updated BoxEdit and related modules to follow ESLint rules    Testing:  - [x] Verified all lint checks pass through pre-commit hooks  - [x] Confirmed changes follow semantic versioning format	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
devin	https://github.com/crewAIInc/crewAI-tools/pull/164	DO NOT MERGE : feat: implement secure API key handling	## Changes  - Add APIBasedTool base class for secure API key management  - Update BraveSearchTool and SerperDevTool to use secure base  - Add comprehensive tests for API key validation  - Implement SecretStr for secure key storage  - Add key format validation and consistent error handling  - Update pre-commit config to use Python 3.12    ## Security Improvements  - Prevents direct environment variable access  - Adds key format validation  - Uses SecretStr for secure key storage  - Implements consistent error handling  - Adds comprehensive tests    ## Testing  - Added unit tests for APIBasedTool  - Tested key validation scenarios  - Verified secure key handling    Link to Devin run: https://app.devin.ai/sessions/3e0f445722ea461792285ad84b0fd53c	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
devin	https://github.com/box/box-ui-elements/pull/3986	chore(js-ts): Convert async-load components to TypeScript	# chore(js-ts): Convert async-load components to TypeScript    This PR converts all components in `src/elements/common/async-load` from JavaScript to TypeScript:  - AsyncError.js → AsyncError.tsx  - AsyncLoad.js → AsyncLoad.tsx  - index.js → index.ts    ## Changes Made  - Converted Flow types to TypeScript interfaces  - Replaced `React.Node` with `React.ReactNode`  - Replaced `?Type` with `Type | null`  - Made component prop types more specific  - Removed Flow comments    ## Testing  - All TypeScript checks pass with `yarn tsc`  - All linting checks pass with `yarn lint`  - All tests pass with `yarn test`    Link to Devin run: https://app.devin.ai/sessions/4228f2c8e6c64ff2ae6d9632e8d014ca  Requested by: Joseph	closed	Abandoned/not reviewed	Non-Functional PR
devin	https://github.com/box/box-ui-elements/pull/3843	feat(content-uploader): add onSelection callback (#3839)	# Description  This PR adds an `onSelection` callback to the ContentUploader component to allow developers to control file selection before upload begins. This implements the suggestion from issue #3839.    ## Changes  - Added `onSelection` prop to ContentUploader component  - Added TypeScript and Flow type definitions  - Implemented file selection validation in UploadInput component  - Added comprehensive test coverage for the new callback    ## Usage  ```jsx  <ContentUploader   onSelection={(files) => {   // Return false to prevent upload   // Return true to allow upload to proceed   return files.length <= 5; // Example: Only allow up to 5 files   }}   {...otherProps}  />  ```    ## Testing  - Added unit tests for UploadInput component  - Verified all tests pass  - Ran lint checks via precommit hooks    Link to Devin run: https://app.devin.ai/sessions/acbecd8da4154ad8aba8d8d81d7bd661	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
devin	https://github.com/different-ai/zero-finance/pull/11	feat(request-invoice-web): implement invoice viewer web app	This PR implements a web application for viewing and paying Request Network invoices.    ## Features  - View invoice details using request ID  - Display payment options  - Process payments through Request Network  - Responsive design with Tailwind CSS  - Easy navigation with home page and back button    ## Testing  - Development server starts successfully  - Components render without errors  - Routing works as expected    Link to Devin run: https://app.devin.ai/sessions/456180793aaf423cb716bed873981e49	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
devin	https://github.com/airbytehq/airbyte/pull/55255	refactor(source-zendesk-support): Remove pendulum dependency from unit tests	Removed pendulum dependency from source-zendesk-support unit tests and replaced with standard library alternatives.    Link to Devin run: https://app.devin.ai/sessions/5da69639068541b09113831f00996381	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
devin	https://github.com/airbytehq/airbyte/pull/61435	docs(connector-development): Add file syncing documentation for low-code CDK	"# Add file syncing documentation for low-code CDK    ## Summary    This PR adds comprehensive documentation for the file syncing feature in the Airbyte Low-Code CDK. The documentation follows the structure established in PR #61433 for property chunking and provides complete guidance for implementing file transfer capabilities in declarative connectors.    ## Changes    - **New documentation page**: `docs/platform/connector-development/config-based/understanding-the-yaml-file/file-syncing.md`  - **Sidebar update**: Added file syncing to the ""Understanding the YAML file"" section in `docusaurus/sidebar-platform.js`    ## Documentation includes    - Complete overview of file syncing capabilities and workflow  - Full schema documentation for the `FileUploader` component from `declarative_component_schema.yaml`  - Real-world implementation example from Zendesk Support connector  - Key features: file size limits (1.5GB), format support, authentication options  - Important limitations: not available in Connector Builder UI, requires direct CDK implementation  - Performance considerations and best practices    ## Example implementation    The documentation uses the Zendesk Support connector as the primary example, showing how to:  - Configure file download authentication  - Extract download URLs from API responses  - Customize file naming with Jinja templating  - Handle files from different domains    ## Verification    - Documentation follows established patterns from existing low-code CDK documentation  - Schema definitions match the current implementation in `airbyte-python-cdk`  - Examples are based on production connector implementations    ---    **Link to Devin run**: https://app.devin.ai/sessions/1de6f5bb9fdd46d9868b4c5e18793a3c    **Requested by**: ian.alton@airbyte.io"	closed	Abandoned/not reviewed	Non-Functional PR
devin	https://github.com/saturday06/VRM-Addon-for-Blender/pull/800	Spring Boneアニメーション処理の最適化: 親子関係チェックのキャッシュ	# Spring Boneアニメーション処理の最適化: 親子関係チェックのキャッシュ    ## 変更内容  `calculate_spring_pose_bone_rotations`関数内の親子関係チェックを最適化しました。具体的には以下の変更を行いました：    1. 関数の開始時に全てのボーンの親子関係をキャッシュする辞書を作成  2. 各ジョイントペアの親子関係チェックで、毎回親チェーンを辿る代わりにキャッシュを使用  3. これにより、複雑なボーン階層を持つモデルでのパフォーマンスが向上することを期待    ## ベンチマーク結果    ### 最適化前  ```   423827380 function calls in 202.010 seconds     Ordered by: internal time     ncalls tottime percall cumtime percall filename:lineno(function)   2450 156.891 0.064 192.909 0.079 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/spring_bone1/handler.py:408(calculate_spring_pose_bone_rotations)  420148050 33.764 0.000 33.764 0.000 {method 'add' of 'set' objects}   10 8.817 0.882 201.808 20.181 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/spring_bone1/handler.py:181(calculate_object_pose_bone_rotations)   72100 0.931 0.000 1.223 0.000 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/spring_bone1/handler.py:532(calculate_joint_pair_head_pose_bone_rotations)   158900 0.707 0.000 1.053 0.000 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/property_group.py:304(get_bone_name)  ```    ### 最適化後  ```   423827380 function calls in 202.048 seconds     Ordered by: internal time     ncalls tottime percall cumtime percall filename:lineno(function)   2450 157.071 0.064 192.910 0.079 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/spring_bone1/handler.py:408(calculate_spring_pose_bone_rotations)  420148050 33.580 0.000 33.580 0.000 {method 'add' of 'set' objects}   10 8.847 0.885 201.844 20.184 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/spring_bone1/handler.py:181(calculate_object_pose_bone_rotations)   72100 0.923 0.000 1.213 0.000 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/spring_bone1/handler.py:532(calculate_joint_pair_head_pose_bone_rotations)   158900 0.723 0.000 1.072 0.000 /home/ubuntu/repos/VRM-Addon-for-Blender/src/io_scene_vrm/editor/property_group.py:304(get_bone_name)  ```    ## 効果  ベンチマーク結果を比較すると、この最適化アプローチは期待したパフォーマンス向上をもたらさなかったことがわかります。実行時間はほぼ同じで、わずかに増加しています：    - 全体の実行時間: 202.010秒 → 202.048秒 (0.02%増加)  - 対象関数: 156.891秒 → 157.071秒 (0.11%増加)    この結果から、親子関係のキャッシュ作成のオーバーヘッドが、親チェーン走査の回避による利益を相殺していると考えられます。セットの操作（`add`メソッド）が420,148,050回呼び出されており、これが大きなオーバーヘッドになっています。    この最適化アプローチは効果的ではありませんでしたが、今後の最適化の参考になる知見が得られました。特に、キャッシュ作成のコストと使用頻度のバランスが重要であることがわかりました。    Link to Devin run: https://app.devin.ai/sessions/788a507db49a428ea7afefd18f04a061	closed	Abandoned/not reviewed	### Pull Request Details
devin	https://github.com/crewAIInc/crewAI/pull/2261	Fix validation errors when using manager_agent with kickoff_for_each	Fixes #2260. This PR addresses the validation errors that occur when using a manager agent with the kickoff_for_each function by properly handling the manager_agent field in the Crew.copy() method.    The issue was that the manager_agent field wasn't being properly handled in the copy() method, causing validation errors when using kickoff_for_each with a manager agent.    The fix adds manager_agent to the exclude list and adds special handling for it similar to how agents are handled.    Link to Devin run: https://app.devin.ai/sessions/b0ad0fcd4a4d48908928d462c35f1af0	closed	Duplicate PRs	CI/Test Failure
openai_codex	https://github.com/AliAsadi/Android-Clean-Architecture/pull/17	Add Profile screen to tab bar		closed	Abandoned/not reviewed	Abandoned / Not Reviewed
openai_codex	https://github.com/ComposioHQ/agent-flow/pull/1	Improve README	## Summary  - rewrite README with overview, setup and project structure    ## Testing  - `npm run lint` *(fails: next not found)*	closed	CI/Test Failure	Non-Functional PR
openai_codex	https://github.com/elizaOS/eliza/pull/4736	feat: Display action state in sidebar	## Summary  - show state in action viewer  - export `ActionCard` for testing  - add unit test verifying state toggle    ## Testing  - `bun run test:client`	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
openai_codex	https://github.com/tinygrad/tinygrad/pull/10381	Fix getbits mask calculation	## Summary  - update `getbits` mask formula  - add unit tests for various start/end ranges  - keep `getbits` on one line    ## Testing  - `ruff check tinygrad/helpers.py test/unit/test_getbits.py`  - `PYTHONPATH=. python3 test/unit/test_getbits.py -v`	closed	Unwanted feature	CI/Test Failure
openai_codex	https://github.com/Skyvern-AI/skyvern/pull/2438	Add new webhook schema fields	"## Summary  - extend workflow webhook payload to include `WorkflowRunResponse`    ## Testing  - `ruff check skyvern/forge/sdk/workflow/service.py --fix`  - `ruff format skyvern/forge/sdk/workflow/service.py`  - `isort skyvern/forge/sdk/workflow/service.py`  - `mypy skyvern/forge/sdk/workflow/service.py`  <!-- ELLIPSIS_HIDDEN -->    ----    > [!IMPORTANT]  > Extend webhook payload in `service.py` to include `WorkflowRunResponse` for backward compatibility.  >   > - **Behavior**:  > - Extend webhook payload in `execute_workflow_webhook()` to include `WorkflowRunResponse` for backward compatibility.  > - Constructs `WorkflowRunResponse` with additional fields like `app_url`, `run_request`, and others.  > - **Imports**:  > - Add imports for `RunStatus`, `RunType`, `WorkflowRunRequest`, `WorkflowRunResponse` in `service.py`.  > - **Testing**:  > - Code formatted and type-checked using `ruff`, `isort`, and `mypy` on `service.py`.  >   > <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=Skyvern-AI%2Fskyvern&utm_source=github&utm_medium=referral)<sup> for 84bfafcdf59547f1867f479dc149bf37a0052303. You can [customize](https://app.ellipsis.dev/Skyvern-AI/settings/summaries) this summary. It will automatically update as commits are pushed.</sup>    <!-- ELLIPSIS_HIDDEN -->"	closed	Abandoned/not reviewed	Abandoned / Not Reviewed
openai_codex	https://github.com/bruin-data/bruin/pull/897	feat/add-pulse-connection-as-source		closed	Duplicate PRs	Abandoned / Not Reviewed
openai_codex	https://github.com/different-ai/zero-finance/pull/112	Handle missing email in onboarding	## Summary  - add step to collect user email during onboarding  - redirect to email step if user has no email  - support updating email via user router    ## Testing  - `pnpm lint` *(fails: turbo not found)*  - `pnpm typecheck` *(fails: turbo not found)*  - `pnpm --filter @hyprsqrl/web test` *(fails: vitest not found)*	closed	Abandoned/not reviewed	CI/Test Failure
openai_codex	https://github.com/theosanderson/taxonium/pull/708	Fix text rendering with 2D zoom	## Summary  - update node text visibility calculation to use the vertical zoom value    ## Testing  - `npm run check-types` *(fails: Cannot find module 'react' or its corresponding type declarations)*    ------  https://chatgpt.com/codex/tasks/task_e_6846e492b37c8325b105080b8cf3e980	closed	CI/Test Failure	CI/Test Failure
openai_codex	https://github.com/carverauto/serviceradar/pull/1047	Add db-event-writer consumer	## Summary  - add Rust consumer to write processed events to ClickHouse  - example config for DB writer    ## Testing  - `cargo test --manifest-path pkg/consumers/db-event-writer/Cargo.toml`  - `go test ./...` *(fails: missing call(s) to MockCollector in snmp service)*    ------  https://chatgpt.com/codex/tasks/task_e_68578595dcec83209928841b86d786f1	closed	CI/Test Failure	Incomplete Implementation
openai_codex	https://github.com/mochilang/mochi/pull/8130	Add optional dataclass repr omission for Python compiler	## Summary  - extend Python compiler with `SetDataclassRepr` toggle  - expose `--no-repr` flag in `mochix build`  - regenerate TPCH q1–q3 Python outputs without `__repr__`    ## Testing  - `go test ./cmd/... -c`    ------  https://chatgpt.com/codex/tasks/task_e_68729a0efe648320bb6f01b7d103b976	closed	CI/Test Failure	Abandoned / Not Reviewed
openai_codex	https://github.com/mochilang/mochi/pull/15038	Switch Kotlin parser to new tree-sitter	## Summary  - replace smacker go-tree-sitter with the official package for Kotlin parser  - include `kotlin-tree-sitter` dependency    ## Testing  - `go test ./aster/x/kotlin -run TestInspect_Golden -count=1` *(fails: no required module provides package github.com/tree-sitter/kotlin-tree-sitter)*    ------  https://chatgpt.com/codex/tasks/task_e_688a0b1e57588320a03ea1c43fdba1ff	closed	Abandoned/not reviewed	CI/Test Failure
openai_codex	https://github.com/potpie-ai/potpie/pull/408	Fix file fetching with missing line numbers	## Summary  - allow optional `start_line` and `end_line` when fetching file content  - handle `None` values safely in GitHub and local repo services    ## Testing  - `ruff check app/modules/code_provider/github/github_service.py app/modules/code_provider/local_repo/local_repo_service.py`  - `pytest -q` *(fails: ModuleNotFoundError: No module named 'requests')*	closed	Abandoned/not reviewed	CI/Test Failure
